RAZON SOCIAL,CUIT,SERVICIO,RESOLUCION,FECHA RES,EXPEDIENTE,DOMICILIO,LOCALIDAD,PROVINCIA,C.POSTAL,TELEFONO
SOCIEDAD PROPIETARIOS DE AUTOMOVILES CON TAXIMETRO ASOCIACION CIVIL,30-56811818-5,SLV,10279SC  1999,11/05/1999,EXPCNC E 14423/1998,SALGUERO JERONIMO 1212 - Piso PB ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1177AEX,011-4867-2600
SOCIEDAD PROPIETARIOS DE TAXIMETROS DE SAN ISIDRO,30-60634883-1,SRT,25854SC  1996,16/12/1996,EXPCNT E 28382/1996,MAESTRO SANTANA 1046  ,SAN ISIDRO,BUENOS AIRES,B1642BQV,011-4743-6896
SOCIEDAD RURAL DE GUALEGUAY                                                                         ,30-50793248-3,SRC,  609SOPC1994,29/11/1994,EXPCNT 7257/1994,25 DE MAYO 630  ,GUALEGUAY,ENTRE RIOS,E2840DQT,03444-42-3281
SOCIEDAD RURAL DE RAUCH                                                                             ,30-52673940-6,SMR,  602SOPC1994,28/11/1994,EXPCNT 16340/1993,PBTO. MANUEL ALBERTI 37  ,RAUCH,BUENOS AIRES,B7203ACA,02297-44-0891
SOCIEDAD RURAL DE RAUCH                                                                             ,30-52673940-6,STMB,26887SC  1996,27/12/1996,EXPCNT 16340/1993,PBTO. MANUEL ALBERTI 37  ,RAUCH,BUENOS AIRES,B7203ACA,02297-44-0891
SOCIEDAD RURAL GENERAL GUIDO,30-70881860-3,VA-ISP,4591 ENACOM/2018,28/06/2018,EXPENACOM 11274/2017,SAN MARTIN 559  ,GENERAL GUIDO,BUENOS AIRES,7118,02268-49-1210
SOFISA COMUNICACIONES S.R.L.,33-70777923-9,STD,  234SC  2000,24/07/2000,EXPCNC E 489/2000,LADISLAO MARTINEZ 160  ,MARTINEZ,BUENOS AIRES,1640,011-4055-2721
SOFISA COMUNICACIONES S.R.L.,33-70777923-9,SVA,  234SC  2000,24/07/2000,EXPCNC E 489/2000,LADISLAO MARTINEZ 160  ,MARTINEZ,BUENOS AIRES,1640,011-4055-2721
"SOKALZKI, HUGO RUBEN",20-08412958-6,SRC,   84SOPC1994,08/02/1994,EXPCNT 17173/1993,SAN NICOLAS 389  ,ROSARIO,SANTA FE,S2002MEE,0341-437-1934
SOL TV CABLE S.R.L.,33-71011317-9,VA-ISP,385 ENACOM/2021,16/04/2021,EX- -APN-REYS#ENACOM 3069800/2020,SALTA 100  ,INGENIERO GUILLERMO N. JUAREZ,FORMOSA,3636,0370-430-7814
SOL TV CABLE S.R.L.,33-71011317-9,SRSVF,385 ENACOM/2021,16/04/2021,EX- -APN-REYS#ENACOM 3069800/2020,SALTA 100  ,INGENIERO GUILLERMO N. JUAREZ,FORMOSA,3636,0370-430-7814
"SOLA SANCHEZ, ATILIO MANUEL",20-27232209-1,SRSVF,4585  ENACOM/2018,28/06/2018,EX- -APN-SDYME#ENACOM 10008072/2018,CALILEGUA 621  ,SAN SALVADOR DE JUJUY,JUJUY,4600,--
"SOLA SANCHEZ, ATILIO MANUEL",20-27232209-1,VA-ISP,4585  ENACOM/2018,28/06/2018,EX- -APN-SDYME#ENACOM 10008072/2018,CALILEGUA 621  ,SAN SALVADOR DE JUJUY,JUJUY,4600,--
"SOLE, HECTOR BENITO",20-04959832-8,SRSVF,150 COMFER/1993,,EXPCOMFER 316/1991,RECONQUISTA 16  ,ARROYO DULCE,BUENOS AIRES,2743,02477-49-1290
"SOLMOIRAGO, RODOLFO RAUL",20-25650617-4,VA-ISP,9073  ENACOM/2016,14/12/2016,EXPENACOM 10332/2016,25 DE MAYO 704  ,ESQUINA,CORRIENTES,3196,03777-60-0759
SOLOIP S.R.L.,30-70951150-1,STL,  121SC  2009,28/05/2009,EXPCNC 7190/2006,ARAOZ 2821 - Piso 3 - Dpto/Of. 8,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1425,011-5894-4224
SOLOIP S.R.L.,30-70951150-1,STLDI,  121SC  2009,28/05/2009,EXPCNC 7190/2006,ARAOZ 2821 - Piso 3 - Dpto/Of. 8,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1425,011-5894-4224
SOLOIP S.R.L.,30-70951150-1,STLDN,  121SC  2009,28/05/2009,EXPCNC 7190/2006,ARAOZ 2821 - Piso 3 - Dpto/Of. 8,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1425,011-5894-4224
SOLOIP S.R.L.,30-70951150-1,STP,  121SC  2009,28/05/2009,EXPCNC 7190/2006,ARAOZ 2821 - Piso 3 - Dpto/Of. 8,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1425,011-5894-4224
SOLOIP S.R.L.,30-70951150-1,REVEN,  121SC  2009,28/05/2009,EXPCNC 7190/2006,ARAOZ 2821 - Piso 3 - Dpto/Of. 8,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1425,011-5894-4224
SOLOIP S.R.L.,30-70951150-1,STD,  121SC  2009,28/05/2009,EXPCNC 7190/2006,ARAOZ 2821 - Piso 3 - Dpto/Of. 8,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1425,011-5894-4224
SOLOIP S.R.L.,30-70951150-1,SVA,  121SC  2009,28/05/2009,EXPCNC 7190/2006,ARAOZ 2821 - Piso 3 - Dpto/Of. 8,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1425,011-5894-4224
SOLSOFT S.R.L.                                                                                      ,30-66916738-1,SVA,  768SC  1998,12/03/1998,EXPCNC E 9875/1997,ALBERDI 82 - Piso 1º ,SAN FRANCISCO (DPTO. SAN JUSTO),CORDOBA,2400,03564-42-9511
SOLSOFT S.R.L.                                                                                      ,30-66916738-1,STD, 1033SC  1998,08/04/1998,EXPCNC E 9875/1997,ALBERDI 82 - Piso 1º ,SAN FRANCISCO (DPTO. SAN JUSTO),CORDOBA,2400,03564-42-9511
SOLUCIONES DE CONECTIVIDAD Y SERVICIOS S.R.L.,30-71104430-9,SVA,144  ENACOM/2017,06/01/2017,EXPENACOM 3109/2016,FELIX SAN MARTIN 656  ,NEUQUEN,NEUQUEN,Q8300LKN,0299-595-3942
SOLUCIONES DE CONECTIVIDAD Y SERVICIOS S.R.L.,30-71104430-9,PROVE,144  ENACOM/2017,06/01/2017,EXPENACOM 3109/2016,FELIX SAN MARTIN 656  ,NEUQUEN,NEUQUEN,Q8300LKN,0299-595-3942
SOLUCIONES INTEGRALES EN CONECTIVIDAD S.A.,30-71632915-8,L-TIC,1072 ENACOM/2019,11/03/2019,EX- -APN-REYS#ENACOM 5780691/2019,CERRITO 866 - Piso 10° ,CABA,CIUDAD DE BUENOS AIRES,C1010AAR,011-3055-5555
SOLUCIONES INTEGRALES EN CONECTIVIDAD S.A.,30-71632915-8,VA-ISP,942 ENACOM/2020,02/09/2020,EX- -APN-REYS#ENACOM 40140625/2020,CERRITO 866 - Piso 10° ,CABA,CIUDAD DE BUENOS AIRES,C1010AAR,011-3055-5555
SOLUCIONES RURALES S.A.,30-71249320-4,VA-ISP,9698  ENACOM/2016,27/12/2016,EXPENACOM 9959/2016,JERONIMO SALGUERO 2970 - Piso 7 - Dpto/Of. T,CABA,CIUDAD DE BUENOS AIRES,1425,011-5389-9875
SOLUCIONES WISP S.A.,30-71462735-6,VA-ISP,192  ENACOM/2017,23/08/2017,EXPENACOM 10423/2017,18 347  ,BERISSO,BUENOS AIRES,1923,0221-445-3445
SOLUCIONES WISP S.A.,30-71462735-6,SRSVF,207 ENACOM/2020,03/03/2020,EX- -APN-REYS#ENACOM 79738127/2019,18 347  ,BERISSO,BUENOS AIRES,1923,0221-445-3445
SOLUTION LAN S.A.,30-71252489-4,VA-ISP,9034  ENACOM/2016,14/12/2016,EXPENACOM 11450/2016,BELGRANO 236 - Piso 9 - Dpto/Of. C,MORON,BUENOS AIRES,1708,--
"SOPEREZ, KEVIN MISAEL ",20-38240532-4,VA-ISP,420 ENACOM/2021,19/04/2021,EX- -APN-REYS#ENACOM 40726129/2020,GRAL. M. DE AZCUENAGA 2233  ,SANTA FE,SANTA FE,S3004BTQ,0342-535-6236
SOPNET S.R.L.,30-70733883-7,SVA,1824  ENACOM/2017,19/09/2017,EXPCNC 17454/2014,ESTANISLAO DEL CAMPO 730  ,QUILMES,BUENOS AIRES,1879,011-4140-6883
"SORIA, CARLOS DUILIO",20-22602654-2,L-TIC,3594 ENACOM/2019,03/09/2019,EX- -APN-REYS#ENACOM 37719624/2018,ALVEAR 126  ,CRUZ DEL EJE,CORDOBA,5280,--
"SOSA, ANGEL ALFREDO",20-14588934-1,VA-ISP,410 ENACOM/2021,19/04/2021,EX- -APN-REYS#ENACOM 36549055/2020,BRASIL 0  ,ITUZAINGO,CORRIENTES,3302,03786-42-0077
"SOSA, ANGEL ALFREDO",20-14588934-1,SRSVF,410 ENACOM/2021,19/04/2021,EX- -APN-REYS#ENACOM 36549055/2020,BRASIL 0  ,ITUZAINGO,CORRIENTES,3302,03786-42-0077
"SOSA, CINTIA INES",27-32978408-3,SVA,3598 ENACOM/2019,03/09/2019,EX- -APN-SDYME#ENACOM 21537857/2017,MITRE 89  ,MEDANOS,BUENOS AIRES,8132,0291-501-4536
"SOSA, MAURICIO CIRILO",20-31084808-6,VA-ISP,104  ENACOM/2018,05/01/2018,EX- -APN-SDYME#ENACOM 25242554/2017,SAN MARTIN 192  ,GUALEGUAY,ENTRE RIOS,E2840DVD,03444-44-0008
"SOSA, NAUVILLAR ALEJANDRO",20-32844339-3,VA-ISP,4482 ENACOM/2019,15/10/2019,EX- -APN-SDYME#ENACOM 48877437/2019,149 523  ,LA PLATA,BUENOS AIRES,1900,0221-621-5595
"SOSA, OSVALDO AGUSTIN",20-34055423-0,VA-ISP,9263  ENACOM/2016,19/12/2016,EXPENACOM 12787/2016,MZ 17 S/N - Piso 22 - Dpto/Of. B,LIBERTADOR GENERAL SAN MARTIN,CHACO,3509,03725-46-9145
"SOSA, SANTOS LUIS",20-21974067-1,SRSVF,1096 ENACOM/2019,11/03/2019,EX- -APN-AMEYS#ENACOM 27635011/2018,JUAN PUJOL 346  ,CURUZU CUATIA,CORRIENTES,3461,03773-46-5314
"SOTGIU, MATIAS ESTEBAN",20-31823892-9,L-TIC,1862 ENACOM/2021,24/11/2021,EX- -APN-REYS#ENACOM 17440006/2021,CASTELLI 77  ,SAN VICENTE,BUENOS AIRES,1865,011-2076-7532
"SOTO ALVEZ, JOSE LUIS",20-24600766-8,VA-ISP,189  ENACOM/2017,23/08/2017,EXPENACOM 9818/2017,LIBERTADOR 861 - Piso 1 - Dpto/Of. OF 2,SAN VICENTE,MISIONES,3364,--
"SOTO, DANIEL MARIO",20-27992611-1,VA-ISP,10478  ENACOM/2016,30/12/2016,EXPENACOM 11376/2016,CHILE 120 - Piso 1 - Dpto/Of. 1,GENERAL JOSE DE SAN MARTIN,CHACO,3509,03725-46-3722
"SOTO, DANIEL MARIO",20-27992611-1,SRSVF,4500 ENACOM/2019,16/10/2019,EX- -APN-REYS#ENACOM 8974746/2019,CHILE 120 - Piso 1 - Dpto/Of. 1,GENERAL JOSE DE SAN MARTIN,CHACO,3509,03725-46-3722
"SOTO, VILMA GLADYS",27-18052005-3,SRSVF,9682,27/12/2016,EXPCOMFER 2355/2009,MOSCONI 557  ,RINCON DE LOS SAUCES,NEUQUEN,8319,011-4878-9240
"SOTOMAYOR, FABIAN EDUARDO",23-26054224-9,SVA,854 AFTIC2015,26/11/2015,EXPCNC 7305/2011,BALCARCE 843  ,BARRIO EVITA,LA RIOJA,5300,03822-34-0300
"SOUTO, SEBASTIAN",20-31388131-9,SVA,6727  ENACOM/2016,23/09/2016,EXPCNC 2869/2015,BELGRANO 532  ,RIO GALLEGOS,SANTA CRUZ,9400,02966-59-1573
"SOUTO, SEBASTIAN",20-31388131-9,SRSVF,2123 ENACOM/2019,23/05/2019,EX- -APN-SDYME#ENACOM 61399726/2018,BELGRANO 532  ,RIO GALLEGOS,SANTA CRUZ,9400,02966-59-1573
"SPAGNUOLO, MARIA EUGENIA",27-24095373-6,VA-ISP,4701  ENACOM/2017,24/11/2017,EX- -APN-SDYME#ENACOM 22344727/2017,DARWIN 160  ,PIGUE,BUENOS AIRES,8170,02923-50-7725
SPECTRUM SECURITY S.A.,30-70771172-4,SVA,   91SC  2003,11/02/2003,EXPCNC 6762/2002,NICOLAS BERROTARAN 1910  ,CORDOBA,CORDOBA,X5009INB,0351-481-8300
"SPELTINI, DANIEL EDUARDO",20-18324295-5,VA-ISP,1885 ENACOM/2021,24/11/2021,EX- -APN-REYS#ENACOM 20559300/2021,CALLE 624 2757  ,EL PATO,BUENOS AIRES,1893,011-3226-8778
SPRINT INTERNATIONAL ARGENTINA S.R.L.,33-70805154-9,STD,   33SC  2003,10/01/2003,EXPCNC 4570/2002,TUCUMAN 1 - Piso 4 ,CABA,CIUDAD DE BUENOS AIRES,1049,011-4379-6831
SPRINT INTERNATIONAL ARGENTINA S.R.L.,33-70805154-9,SVA,   33SC  2003,10/01/2003,EXPCNC 4570/2002,TUCUMAN 1 - Piso 4 ,CABA,CIUDAD DE BUENOS AIRES,1049,011-4379-6831
SPRYNET S.R.L.,30-71568543-0,VA-ISP,4744  ENACOM/2018,24/07/2018,EX- -APN-SDYME#ENACOM 26720908/2017,ALBERDI 893 - Piso 5 - Dpto/Of. D,CABA,CIUDAD DE BUENOS AIRES,1424,--
SPRYNET S.R.L.,30-71568543-0,SRSVF,5476 ENACOM/2019,22/11/2019,EX- -APN-REYS#ENACOM 66927378/2019,ALBERDI 893 - Piso 5 - Dpto/Of. D,CABA,CIUDAD DE BUENOS AIRES,1424,--
SSADES ELECTRONICA S.R.L.,30-71058300-1,SVA,   44SC  2011,20/04/2011,EXPCNC 1202/2009,LUIS N. PALMA 102  ,GUALEGUAYCHU,ENTRE RIOS,2820,03446-59-9380
SSB CONSTRUCCIONES S.R.L.,30-71437275-7,VA-ISP,1456 ENACOM/2021,05/10/2021,EX- -APN-REYS#ENACOM 67676784/2019,BRANDSEN 1360  ,FORMOSA,FORMOSA,3600,0370-455-3786
SSD S.A.                                                                                            ,30-60805085-6,SVA,   98SC  1996,16/09/1996,EXPCNT E 33338/1996,MAIPU 24 - Piso PB ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1084ABB,011-4343-1500
SSD S.A.                                                                                            ,30-60805085-6,STD,  121SC  1996,24/09/1996,EXPCNT E 33338/1996,MAIPU 24 - Piso PB ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1084ABB,011-4343-1500
SSSERVICIOS S.A.S.,30-71586345-2,L-TIC,1863 ENACOM/2021,24/11/2021,EX- -APN-REYS#ENACOM 19444576/2019,BELGRANO 532 - Piso PA ,RIO GALLEGOS,SANTA CRUZ,9400,02966-51-1532
STAR IP ARGENTINA S.A.,30-70762939-4,REVEN,  184SC  2003,14/04/2003,EXPCNC E 5109/2001,JOSE RIVERA INDARTE 2150  ,CORDOBA,CORDOBA,X5001GWH,--
STAR IP ARGENTINA S.A.,30-70762939-4,STLDI,  500SC  2001,30/11/2001,EXPCNC E 5109/2001,JOSE RIVERA INDARTE 2150  ,CORDOBA,CORDOBA,X5001GWH,--
STAR IP ARGENTINA S.A.,30-70762939-4,STLDN,  500SC  2001,30/11/2001,EXPCNC E 5109/2001,JOSE RIVERA INDARTE 2150  ,CORDOBA,CORDOBA,X5001GWH,--
STARLIGHT ELECTRONICA S.R.L.                                                                        ,30-51638546-0,SAVR,    4SOPC1994,07/01/1994,EXPCNT 13391/1993,CHACABUCO 61  ,CIUDADELA,BUENOS AIRES,1702,011-4657-5772
"STEINHOVST, BRUNO FABIAN",20-21639291-5,VA-ISP,4514 ENACOM/2019,19/10/2019,EX- -APN-SDYME#ENACOM 66920071/2019,7 6147  ,LA PLATA,BUENOS AIRES,1900,011-9999-9999
"STELLI, ANA MARIA",27-10076457-7,SVA, 1622SC  1998,28/07/1998,EXPCNC E 5842/1998,PASO DR JUAN JOSE 35 - Piso 5 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1031ABA,011-4952-6431
STOREY S.A.,33-68515964-9,SRCE,768 ENACOM/2019,13/02/2019,EXPCNC 16313/2014,URUGUAY 3552  ,BECCAR,BUENOS AIRES,B1643EKY,011-4723-3500
STREAMING S.A.,30-71652845-2,VA-ISP,2085 ENACOM/2021,21/12/2021,EX- -APN-REYS#ENACOM 92363358/2019,LAVALLE 1634 - Piso 7° - Dpto/Of. F,CABA,CIUDAD DE BUENOS AIRES,C1048AAN,03735-49-8540
STREAMING S.A.,30-71652845-2,SRSVF,2085 ENACOM/2021,21/12/2021,EX- -APN-REYS#ENACOM 92363358/2019,LAVALLE 1634 - Piso 7° - Dpto/Of. F,CABA,CIUDAD DE BUENOS AIRES,C1048AAN,03735-49-8540
SU TAXI S.A.                                                                                        ,30-64372268-9,SRT,   22SETC1995,28/12/1995,EXPCNT 6981/1994,BASUALDO 1660  ,CABA,CIUDAD DE BUENOS AIRES,C1440DNZ,011-4637-1700
SU TAXI S.R.L.                                                                                      ,30-68418874-3,SRT, 2383SC  1997,14/08/1997,EXPCNC E 4133/1997,ISLAS MALVINAS 1210  ,LAS HERAS,MENDOZA,M5540BFR,0261-430-5310
"SUAREZ, LEURINO Y MORINI SOCIEDAD DE RESPONSABILIDAD LIMITADA",30-64628897-1,VA-ISP,1867 ENACOM/2019,29/04/2019,EXPENACOM 6595/2017,AVDA. 9 DE JULIO 192  ,SAN GUILLERMO,SANTA FE,S2347AJO,03562-46-6487
"SUAREZ, LEURINO Y MORINI SOCIEDAD DE RESPONSABILIDAD LIMITADA",30-64628897-1,SRSVR,625/03,,EXPCOMFER 1067/1994,AVDA. 9 DE JULIO 192  ,SAN GUILLERMO,SANTA FE,S2347AJO,03562-46-6487
"SUAREZ, LEURINO Y MORINI SOCIEDAD DE RESPONSABILIDAD LIMITADA",30-64628897-1,SRSVF,670 COMFER/1984,,EXPCOMFER 131/1984,AVDA. 9 DE JULIO 192  ,SAN GUILLERMO,SANTA FE,S2347AJO,03562-46-6487
"SUAREZ, LUCAS RAMON",20-29423009-3,VA-ISP,1854  ENACOM/2017,19/09/2017,EXPENACOM 7537/2017,FRAY MAMERTO ESQUIU 52  ,AÑATUYA,SANTIAGO DEL ESTERO,3760,03844-50-1157
"SUAREZ, NESTOR FABIAN",20-22089892-0,STLDI,363  ENACOM/2016,11/03/2016,EXPCNC 7130/2014,CASILDA 254  - Dpto/Of. 7,NEUQUEN,NEUQUEN,8300,0299-581-2548
"SUAREZ, NESTOR FABIAN",20-22089892-0,STLDN,363  ENACOM/2016,11/03/2016,EXPCNC 7130/2014,CASILDA 254  - Dpto/Of. 7,NEUQUEN,NEUQUEN,8300,0299-581-2548
"SUAREZ, PABLO ALEJANDRO",20-32971517-6,VA-ISP,1908 ENACOM/2018,18/12/2018,EX- -APN-SDYME#ENACOM 16832484/2018,GUEMES 432  ,ACHERAL,TUCUMAN,4134,03863-69-2827
"SUAREZ, RODRIGO FABIAN",20-34610299-4,VA-ISP,5460 ENACOM/2019,22/11/2019,EX- -APN-SDYME#ENACOM 70724780/2019,25 DE MAYO 379  ,APOLINARIA SARAVIA,SALTA,4449,011-5413-6762
SUBTERRANEOS DE BUENOS AIRES S.E.,30-54575831-4,PROVE,5235  ENACOM/2016,07/07/2016,EXPCNC 4659/2015,AGUERO 48  ,CABA,CIUDAD DE BUENOS AIRES,C1171AAB,011-5166-5800
SUBTERRANEOS DE BUENOS AIRES S.E.,30-54575831-4,SVA,5235  ENACOM/2016,07/07/2016,EXPCNC 4659/2015,AGUERO 48  ,CABA,CIUDAD DE BUENOS AIRES,C1171AAB,011-5166-5800
SUBTERRANEOS DE BUENOS AIRES S.E.,30-54575831-4,STD,5235  ENACOM/2016,07/07/2016,EXPCNC 4659/2015,AGUERO 48  ,CABA,CIUDAD DE BUENOS AIRES,C1171AAB,011-5166-5800
"SULGATI, JORGE ALBERTO",20-21556904-8,L-TIC,3583 ENACOM/2019,03/09/2019,EX- -APN-REYS#ENACOM 353150/2019,GRAL. MARTIN MIGUEL DE GÜEMES 253  ,COTE LAI,CHACO,3513,03482-51-1831
SUMAR S.R.L.,30-70788000-3,SVA,   13SC  2013,09/09/2013,EXPCNC 2933/2007,JUJUY 1135  ,NEUQUEN,NEUQUEN,Q8302HCW,0299-448-5946
SUMAR S.R.L.,30-70788000-3,SAVR,   13SC  2013,09/09/2013,EXPCNC 2933/2007,JUJUY 1135  ,NEUQUEN,NEUQUEN,Q8302HCW,0299-448-5946
"SUMBAY, ANIBAL ERNESTO",23-27370270-9,VA-ISP,9060  ENACOM/2016,14/12/2016,EXPENACOM 11477/2016,1 ESQUINA 8 S/N  ,LAS TALITAS,TUCUMAN,4101,011-4393-4074
"SUMBAY, ANIBAL ERNESTO",23-27370270-9,SRSVF,937 ENACOM/2021,09/08/2021,EX- -APN-REYS#ENACOM 105033289/2019,1 ESQUINA 8 S/N  ,LAS TALITAS,TUCUMAN,4101,011-4393-4074
SUMMIT S.A.,30-70975763-2,SVA,  161SC  2009,08/07/2009,EXPCNC 6630/2007,RIO NEGRO 578  ,EL TREBOL,SANTA FE,S2535DUL,03401-99-9999
SUNESYS S.R.L.,30-70828694-6,STP,   72SC  2005,29/03/2005,EXPCNC 2989/2003,9 DE JULIO 2646  ,LANUS,BUENOS AIRES,1824,011-4289-6842
SUNESYS S.R.L.,30-70828694-6,REVEN,   72SC  2005,29/03/2005,EXPCNC 2989/2003,9 DE JULIO 2646  ,LANUS,BUENOS AIRES,1824,011-4289-6842
"SUÑOL, ALFREDO DAMIAN",23-23000670-9,SVA,440  ENACOM/2016,17/03/2016,EXPCNC 9529/2007,RIVADAVIA 845  ,PASO DE LOS LIBRES,CORRIENTES,3230,03772-43-1643
SUPER CANAL S.A.,30-65132467-6,VA-ISP,184 ENACOM/2020,03/03/2020,EX- -APN-SDYME#ENACOM 76831425/2019,BARTOLOME MITRE 1920  ,CASTELAR,BUENOS AIRES,1712,011-5283-6850
SUPER CANAL S.A.,30-65132467-6,SRSVF,396 COMFER/1992,,EXPCOMFER 265/1992,BARTOLOME MITRE 1920  ,CASTELAR,BUENOS AIRES,1712,011-5283-6850
SUPERCABLE MIRAMAR S.A.,30-71471097-0,SRSVF,8176 ENACOM/2016,29/11/2016,EXPAFSCA 262/2014,CALLE 8 1995  ,MIRAMAR,BUENOS AIRES,7607,--
SUPERCANAL HOLDING S.A.                                                                             ,30-68729473-0,STP, 2621SC  1998,04/12/1998,EXPSECOM 81/1998,LISANDRO DE LA TORRE 150  ,MENDOZA,MENDOZA,5500,0261-449-6087
SUPERCANAL S.A.,30-61118252-6,OMV,92  ENACOM/2018,05/01/2018,EX- -APN-SDYME#ENACOM 35760643/2017,LISANDRO DE LA TORRE 150  ,MENDOZA,MENDOZA,M5500AIB,0261-553-7620
SUPERCANAL S.A.,30-61118252-6,VA-ISP,10449  ENACOM/2016,30/12/2016,EXPENACOM 9846/2016,LISANDRO DE LA TORRE 150  ,MENDOZA,MENDOZA,M5500AIB,0261-553-7620
SUPERCANAL S.A.,30-61118252-6,SRSVF,677 COMFER/1984,23/08/1984,EXPAFSCA 1570/2010,LISANDRO DE LA TORRE 150  ,MENDOZA,MENDOZA,M5500AIB,0261-553-7620
SUPERFONE S.A.                                                                                      ,30-70543597-5,STLDI,  3079SC 1999,05/11/1999,EXPSECOM 9/1999,LISANDRO DE LA TORRE 150  ,MENDOZA,MENDOZA,5500,0261-449-6027
SUPERFONE S.A.                                                                                      ,30-70543597-5,STLDN,  3079SC 1999,05/11/1999,EXPSECOM 9/1999,LISANDRO DE LA TORRE 150  ,MENDOZA,MENDOZA,5500,0261-449-6027
SUPERFONE S.A.                                                                                      ,30-70543597-5,STL, 3078SC  1999,05/11/1999,EXPSECOM 9/1999,LISANDRO DE LA TORRE 150  ,MENDOZA,MENDOZA,5500,0261-449-6027
SUPERVISION S.A.,30-70722829-2,VA-ISP,1312 ENACOM/2020,03/12/2020,EX- -APN-SDYME#ENACOM 25362398/2017,SPILIMBERGO 3288  ,CORDOBA,CORDOBA,X5009CJD,011-999-9999
SUPERVISION S.A.,30-70722829-2,SRSVF,345 COMFER/1992,,EXPCOMFER 1787/1990,SPILIMBERGO 3288  ,CORDOBA,CORDOBA,X5009CJD,011-999-9999
SUPERVISION S.A.,30-70722829-2,SRSVR,476/94,,EXPCOMFER 665/1992,SPILIMBERGO 3288  ,CORDOBA,CORDOBA,X5009CJD,011-999-9999
SUR T.V. CABLE S.A.,30-70882236-8,SVA,  194SC  2006,19/10/2006,EXPCNC 6591/2005,AV. SANTA FE 969 - Piso 1 ,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1059,--
SUR T.V. CABLE S.A.,30-70882236-8,SRSVF,1180 COMFER/2003,,EXPCOMFER 216/1993,AV. SANTA FE 969 - Piso 1 ,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1059,--
SUR TELEVISORA CABLE S.A.,30-64800789-9,SRSVF,298 COMFER/1989,,EXPCOMFER 679/1987,AVELLANEDA ESQ. CHACABUCO S/Nº 0  ,VILLA HUIDOBRO,CORDOBA,6275,02336-48-1340
SURCOR TV S.A.,30-63938074-9,SRSVF,336 COMFER/1990,,EXPCOMFER 421/1989,VELEZ SARSFIELD DR DALMACIO 3185  ,CORDOBA,CORDOBA,5016,0351-462-2200
SURELY S.A.                                                                                         ,30-67970230-7,SAVR,   88SETC1996,08/02/1996,EXPCNTMESA E 17406/1995,AVDA. CASEROS 3039 - Piso 7° - Dpto/Of. 703,CABA,CIUDAD DE BUENOS AIRES,C1264AAK,011-2206-1550
SURPORAIRE S.A.,30-71455807-9,VA-ISP,1229  ENACOM/2017,03/03/2017,EXPENACOM 11651/2016,"4, ENTRE 55 Y 56 1109  ",LA PLATA,BUENOS AIRES,B1900DBK,0221-999-9999
"SURRACO, NICOLAS EMANUEL",20-36200258-4,L-TIC,633 ENACOM/2020,05/06/2020,EX- -APN-REYS#ENACOM 101215321/2019,TUCUMAN 2033  ,POSADAS,MISIONES,N3300BSQ,0376-414-8420
SWISSNET S.R.L.,30-71665558-6,SRSVF,1279 ENACOM/2020,02/12/2020,EX- -APN-REYS#ENACOM 99706528/2019,AVDA. 9 DE JULIO 158  ,JARDIN AMERICA,MISIONES,N3328EFO,03743-46-1500
SWISSNET S.R.L.,30-71665558-6,VA-ISP,1279 ENACOM/2020,02/12/2020,EX- -APN-REYS#ENACOM 99706528/2019,AVDA. 9 DE JULIO 158  ,JARDIN AMERICA,MISIONES,N3328EFO,03743-46-1500
SYSTEMNET S.A.,30-70714639-3,VA-ISP,686 ENACOM/2021,04/06/2021,EX- -APN-REYS#ENACOM 16752608/2021,ING. ENRIQUE BUTTY 240 - Piso 3º ,CABA,CIUDAD DE BUENOS AIRES,C1001AFB,011-2152-9600
"SZOK, NAHUEL SANTOS PASCUAL",20-32699644-1,VA-ISP,7544  ENACOM/2016,07/11/2016,EXPENACOM 9403/2016,ALBARRACIN 780  ,BARILOCHE,RIO NEGRO,R8400BEP,0294-431-8883
T CAL S.R.L.,30-71123979-7,L-TIC,4794  ENACOM/2018,26/07/2018,EX- -APN-SDYME#ENACOM 12208697/2018,ROQUE SAENZ PEÑA 893  ,CABA,CIUDAD DE BUENOS AIRES,1035,--
T-SYSTEMS ARGENTINA S.A.,30-69349636-1,STD,  111SC  2009,11/05/2009,EXPCNC 11478/2007,INGENIERO BUTTY 275 - Piso 11 ,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1001,011-5530-5500
